"Logo","Name","Sector","Year Founded","Label Date","Website","Summary","Founders","Email","Phone"
"undefined","G.A.J","HealthTech","2020","06/2021","","GAJ (anti disposable group) specializes in the manufacture and development of cosmetics that meet environmental concerns.","Leila MarzougSkander daas","n.a.","n.a."
"undefined","TIRA ROBOTS","Advanced Manufacturing & Robotics","2019","11/2019","","TIRA ROBOTS designs and manufactures robots with 4, 5 and 6 axes for purely industrial use","Wassim ben HmidaAzza Attia","n.a.","n.a."
"undefined","Canadin","Business Software and services","2023","03/2023","","Our SaaS HR solution streamlines and automates the recruitment process for hiring agencies in Canada that are hiring from overseas.","Aymen JhidriWassim Abdel MalekMohamed Ali Ben SlimenSouad BelghithDhiaeddinne Rahali","n.a.","n.a."
"undefined","Finispia","Fintech","2020","08/2020","","Finispia is a tool to search for Islamic compliant stocks on more than 90 stock exchanges worldwide used mainly by professionals, individuals and financial institutions.","Alaa GuidaraMohamed Kallel","n.a.","n.a."
"undefined","GROW IT YOURSELF","Agritech","2020","06/2021","","GROW IT YOURSELF designs and installs intelligent and automated hydroponic systems for farmers.","Moez FarhatMohamed Amine YoussefIlyes Saidani","n.a.","n.a."
"undefined","KAPTY","Mobility","2019","09/2019","","KAPTY offers a solution that connects cab drivers with their customers, allowing them to optimize their time and budget.","Amine Allah ManaiKhaled Dridi","n.a.","n.a."
"undefined","Xchange","Fintech","2021","03/2021","","Dev2Dev is specialized in the development of information systems. Dev2Dev is dedicated to the digitalization of business processes through innovative solutions in the managerial and financial field.","Mohamed DebbabiIsmail Talbi","n.a.","n.a."
"undefined","Be Wireless Solutions","Consumer products and services","2016","04/2019","","BWS is an industrial and IoT operator offering integrated real-time object monitoring solutions for energy optimization.","Karim KharratNizar GhramSofiene Ghram","n.a.","n.a."
"undefined","Paypos Tunisie","Fintech","2014","04/2019","","Development of innovative electronic money solutions and in the digitization of compatible banking and financial services (PCI-DSS, EMV...).","Khatib Chakchouk","n.a.","n.a."
"undefined","OXAHOST","Business Software and services","2018","03/2020","","Oxahost is a provider of Internet hosting and digital solutions and markets its services in Tunisia and around the world via its web platform.","Tarek Nakbi","n.a.","n.a."
"undefined","Société DOM Services","Commerce and shopping","2018","09/2019","","Dom Services is an application that connects companies or households to various maintenance services.","Khaled Dhifallah Ennefii","n.a.","n.a."
"undefined","Digital work solutions","Business Software and services","2022","10/2022","","The project consists of developing innovative computer applications dedicated to the industry sector and services related to the sector.","Amani BouazizYousser Sabbagh","n.a.","n.a."
"undefined","SAFOZI SARL","Business Software and services","2012","06/2019","","SAFOZI is the first regional provider of ICT infrastructure services, such as hosting services and Cloud servers (Public Cloud: IaaS and PaaS).","Zied Ouled Ali","n.a.","n.a."
"undefined","Junior Robotics Lab","EdTech","2019","02/2020","","Junior Robotics Lab offers a solution to private schools and training centers to teach robotics through our online platform","Sami TurkiAtef Ben Bekri","n.a.","n.a."
"undefined","Liberrex","Business Software and services","2020","12/2020","","Liberrex offers a virtual customer flow management solution to all types of service providers (Hospital, Municipality, private doctor, beauty salon, etc.) to solve the problem of long waiting times and eliminate physical queues, thus increasing customer satisfaction.","Achraf Ammar","n.a.","n.a."
"undefined","lexi","Business Software and services","2020","01/2022","","lexi.tn est une application web destinée aux auto-écoles pour la gestion de leurs tâches quotidiennes. La plateforme offre aux candidats une solution d'e-learning.","Wael Ben Echikhchadli Ouhichi","n.a.","n.a."
"undefined","Avidea","Business Software and services","2017","04/2020","","We help insurance companies to  cut the cost of car claims by providing them a software platform de digitize car claims and automate fraud control.","Jaafar NasriAnis Nasraoui","n.a.","n.a."
"undefined","DIGITAL FIBER SOLUTIONS","Business Software and services","2022","04/2022","","Digitize the study and the analysis of the Telecom infrastructure, in particular Optical Fiber, via a web and mobile platform using Artificial Intelligence.","Hichem BoussettaJamel HassineZohra NeffatiMonji Haddad","dfs.cfo@gmail.com","23462377"
"undefined","VENARI SECURITY  TUNISIA","Security","2020","08/2022","","Development of IT cybersecurity and IT protection solutions.","MILLAR THOMS JOHN","n.a.","n.a."
"undefined","Tunisia Market","Business Software and services","2022","04/2022","","Tunisia-Market is an online sales website, specialist in Tunisian articles of very high quality. All artisanal articles, on sale on www.Tunisia-Market.com, are handmade according to ancestral and innovative methods that reflect a rich and varied heritage by region. Our products are authentic and 100% Tunisian. Our products are at your disposal to live the Tunisian experience wherever you are. Stay Tunisians shop on Tunisia-Market.","Ibrahim ChouikhAbdelfattah LahbibAbdelhamid GuinoubiAhmed EttoumiLaila Balti","contact@tunisia-market.com","+216 56 208 595"
"undefined","ellz and beyond Tunisie","Business Software and services","2020","02/2021","","Ellz and beyond develops solutions to audit, manage and optimize the workspaces of large private and public accounts.","Aymen Ellouze","n.a.","n.a."
"undefined","OFFENSYLAB","Security","2022","10/2022","","OffensyLab is founded on the belief that cybersecurity can be better, faster and smarter. We are seeing firsthand the impact of cyberattacks on businesses’ finances, reputation, operations, and people.
 Our mission is to make every organization  continuously assess their security posture and confident in their cyber readiness.
 OffensyLab delivers next-generation cloud technology to the pentest process. Our platform of Pentest-as-a-Service combines our human expertise and insight with the convenience of cloud apps and findings-as-tickets.","Faten meziouAhmed ChabchoubMoataz JemniKoussay Bouchaala","faten.meziou@gmail.com","+21658544878"
"undefined","ai diagnosis vision","HealthTech","2020","10/2020","","AI diagnosis vision is a platform based on artificial intelligence provides dentists, doctors' offices and public hospitals with an accurate and early diagnosis of tumors and cysts, a 3D construction from a 2D X-ray and an effective treatment plan.","Saoussen AyariAnouar NechiKoussai Barhoumi","n.a.","n.a."
"undefined","Fivepoints","EdTech","2017","11/2019","","Five points to the next generation of IT talent through an intensive immersive bootcamp and builds a community & tools that bring the best talent together with ambitious and innovative startups","Wassim JouiniMohamed Fares Oueslati","n.a.","n.a."
"undefined","Festin/Vetcare","Agritech","2019","12/2021","","Vet Care produit des additifs nutritionnels pour animaux d’élevage et de compagnie.","Lamine BouzguendaKhellil BouzguendaSarah Tatiana BouzguendaMestiri FaouziRania Ben hassine","n.a.","n.a."
"undefined","Kaco.","Consumer products and services","2020","04/2020","","Kaco. is a startup that aims to combine luxury and energy technology, producing ergonomic products with a more powerful technology that aims to significantly increase the autonomy of our smartphones.","Mohamed Ali Salmi","n.a.","n.a."
"undefined","ETNAFES","TravelTech","2021","03/2021","","ETNAFES is a mobile application designed for homeowners to manage their spaces along with a search engine that presents all the destinations, types of packages in 360 degree video format, a map with the route and housing in the pre-selected circuit.","Ali SafsafiIchrak AouissaouiNajeh Bedhief","n.a.","n.a."
"undefined","TechAccessibility","Business Software and services","2015","05/2019","","TechAccessibility specializes in creating innovative IT solutions for everyone.","Nour Ben Yahia","n.a.","n.a."
"undefined","Autoshop.tn","Commerce and shopping","2020","09/2020","","It is a platform for online sales of car spare parts with exact identification of the parts either by registration or by chassis number.","Bassem Ben JmeaaMohamed Ali EllouzeAchraf Guidara","n.a.","n.a."
"undefined","IMPACT NUTRITION","FoodTech & New Food","2016","03/2021","","Impact Sport Nutrition specializes in the design, manufacture and marketing of sports nutrition supplements for active people.","Marouan ArianeHouda Saied","n.a.","n.a."
"undefined","Smart City","Business Software and services","2020","12/2020","","A platform for cities and small communities, where it creates a communication center between the owner of the service or product and the population of the cities with a complete city guide that seeks to build a virtual city parallel, synchronized and integrated with reality.","ali boukhachem","n.a.","n.a."
